,AIHA,AIHD,AIHE,CBAQ,CBAS,CBAU,CBAW,CBAY,CBAZ,CBBA,CBBB,CBBI,CBBJ,CBBK,CBBL,CBBM,CBBT,CBBU,CBBV,CBBW,CBBX,CBBY,CBBZ,CBCA,CBCB,CBCC,CBCD,CBCE,CBCF,CBCG,CBCH,CBCI,CBCJ,CBCQ,CBCR,CBCS,CBCT,CBCU,CBDB,CBDC,CBDD,CBHZ,CBIA,CBIB,CBIC,CBID,CBIE,CBIF,CBIG,CBIH,CBII,DUCM,DWVH,DWVL,DWVW,DWVX,DWVY,DWVZ,DWWA,HCI7,HCI8,HCI9,HCJ2,HCJ3,HCJ4,HCJ5,HCJ6,HCJ7,HCJ8,HCJ9,HCK2,HCK3,HCK4,HCK5,HCK6,HCK7,HCK8,HCK9,HCL2,HCL3,HCL4,HCL5,HCL6,HCL7,HCL8,HCL9,HCM2,HCM3,HCM4,HCM5,HCM6,HCM7,HCM8,HCM9,HCN2,HCN3,HCN4,HCN5,HCN6,HCN7,HCN8,HCN9,HCO2,HCO3,HCO4,HCO5,HCO6,HCO7,HCO8,HCO9,HCP2,HCP3,HCP4,HCP5,HCP6,HIKB,HIKC
"1998 Q2",155,7932,195,144,63,75,12,,,,,6048,,,,,6469,,,,,,,,,,,,,,,,,9488,,,,,1490,,,,,,,,,,,,,11956,114,41,3091,738,32,66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11150,806
"1998 Q3",178,817,228,128,51,61,11,,,,,5589,,,,,3092,,,,,,,,,,,,,,,,,9458,,,,,1176,,,,,,,,,,,,,6193,143,35,3530,1618,83,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4546,1647
"1998 Q4",162,3255,59,165,49,67,12,,,,,38438,,,,,1198,,,,,,,,,,,,,,,,,4491,,,,,239,,,,,,,,,,,,,6586,125,37,2090,1181,50,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5378,1207
"1999 Q1",117,5735,76,141,47,75,11,,,,,4021,,,,,2188,,,,,,,,,,,,,,,,,8179,,,,,482,,,,,,,,,,,,,8735,95,22,2299,625,33,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7891,844
"1999 Q2",127,1509,82,147,75,56,5,,,,,81224,,,,,6573,,,,,,,,,,,,,,,,,7774,,,,,335,,,,,,,,,,,,,7212,101,26,4893,728,78,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6477,735
"1999 Q3",145,2098,81,133,43,52,9,,,,,6725,,,,,2271,,,,,,,,,,,,,,,,,10744,,,,,236,,,,,,,,,,,,,6479,115,30,2618,1682,66,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4747,1732
"1999 Q4",104,250,112,169,33,69,14,,,,,19223,,,,,1554,,,,,,,,,,,,,,,,,34163,,,,,4465,,,,,,,,,,,,,3737,89,15,2795,580,90,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3096,641
"2000 Q1",139,14960,160,188,48,54,12,,,,,13401,,,,,8290,,,,,,,,,,,,,,,,,4920,,,,,898,,,,,,,,,,,,,33739,115,24,17483,1136,56,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32533,1206
"2000 Q2",133,15045,319,127,34,61,12,,,,,129390,,,,,2367,,,,,,,,,,,,,,,,,14097,,,,,2743,,,,,,,,,,,,,21469,111,22,4224,1881,28,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19510,1959
"2000 Q3",163,7367,314,127,50,64,6,,,,,19749,,,,,15314,,,,,,,,,,,,,,,,,38192,,,,,367,,,,,,,,,,,,,16852,125,38,6934,2237,54,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14583,2269
"2000 Q4",152,28198,479,115,36,48,13,,,,,18745,,,,,3886,,,,,,,,,,,,,,,,,7409,,,,,891,,,,,,,,,,,,,34856,115,37,5265,914,18,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33887,969
"2001 Q1",131,982,338,109,30,54,27,,,,,13473,,,,,7601,,,,,,,,,,,,,,,,,9373,,,,,2076,,,,,,,,,,,,,6181,69,62,2606,2255,79,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495,2686
"2001 Q2",108,555,442,111,39,36,12,,,,,12208,,,,,7675,,,,,,,,,,,,,,,,,6948,,,,,747,,,,,,,,,,,,,4890,79,29,1679,2214,80,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2292,2598
"2001 Q3",129,10649,447,85,26,42,9,,,,,7555,,,,,7750,,,,,,,,,,,,,,,,,4148,,,,,557,,,,,,,,,,,,,16079,87,42,3457,1526,31,66,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14164,1915
"2001 Q4",124,170,218,66,44,30,14,,,,,8237,,,,,5468,,,,,,,,,,,,,,,,,3913,,,,,1084,,,,,,,,,,,,,1844,84,40,747,709,79,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078,766
"2002 Q1",83,104,250,68,24,30,19,,,,,8826,,,,,1014,,,,,,,,,,,,,,,,,2820,,,,,3524,,,,,,,,,,,,,3853,58,25,2201,1298,91,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511,1342
"2002 Q2",120,78,170,68,38,27,9,,,,,8285,,,,,1489,,,,,,,,,,,,,,,,,4771,,,,,1645,,,,,,,,,,,,,4228,95,25,801,3179,94,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006,3222
"2002 Q3",88,184,28,74,35,40,19,,,,,6020,,,,,1016,,,,,,,,,,,,,,,,,8529,,,,,1770,,,,,,,,,,,,,6333,66,22,4695,1426,97,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4880,1453
"2002 Q4",139,6414,443,52,31,20,13,,,,,3495,,,,,3555,,,,,,,,,,,,,,,,,678,,,,,973,,,,,,,,,,,,,10822,104,35,1877,2088,37,59,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8601,2221
"2003 Q1",107,609,353,60,26,33,8,,,,,12597,,,,,1130,,,,,,,,,,,,,,,,,769,,,,,313,,,,,,,,,,,,,3857,72,35,1003,1892,75,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,2232
"2003 Q2",122,258,345,53,26,34,16,,,,,2030,,,,,1218,,,,,,,,,,,,,,,,,2298,,,,,1098,,,,,,,,,,,,,3753,81,41,1437,1713,84,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877,1876
"2003 Q3",153,153,133,63,40,35,15,,,,,2612,,,,,1702,,,,,,,,,,,,,,,,,2798,,,,,1631,,,,,,,,,,,,,4700,111,42,2495,1919,94,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778,1922
"2003 Q4",176,647,42,67,44,27,16,,,,,3517,,,,,4593,,,,,,,,,,,,,,,,,3444,,,,,578,,,,,,,,,,,,,6369,128,48,4021,1659,89,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4674,1695
"2004 Q1",151,8807,358,64,42,38,16,,,,,2302,,,,,816,,,,,,,,,,,,,,,,,2598,,,,,983,,,,,,,,,,,,,12639,111,40,2819,655,27,70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11757,882
"2004 Q2",169,822,300,81,18,57,14,,,,,3279,,,,,2353,,,,,,,,,,,,,,,,,9410,,,,,271,,,,,,,,,,,,,5359,120,49,2555,1682,79,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3642,1717
"2004 Q3",211,240,374,74,35,47,14,,,,,9781,,,,,1305,,,,,,,,,,,,,,,,,5666,,,,,3246,,,,,,,,,,,,,8109,173,38,3469,4026,92,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3819,4290
"2004 Q4",210,469,136,86,23,36,10,,,,,3347,,,,,1011,,,,,,,,,,,,,,,,,12254,,,,,1014,,,,,,,,,,,,,5301,173,37,3237,1459,88,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664,1637
"2005 Q1",166,166,98,91,20,51,19,,,,,3601,,,,,1435,,,,,,,,,,,,,,,,,11912,,,,,3328,,,,,,,,,,,,,3516,128,38,1334,1918,92,5,3,,,,,,,,,,,,,,,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581,1935
"2005 Q2",215,1285,114,74,22,65,12,,,,,7762,,,,,909,,,,,,,,,,,,,,,,,9019,,,,,544,,,,,,,,,,,,,8983,166,49,4869,2715,85,14,1,,,,,,,,,,,,,,,3,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6009,2974
"2005 Q3",211,1207,96,109,42,67,18,,,,,7600,,,,,1136,,,,,,,,,,,,,,,,,13854,,,,,1639,,,,,,,,,,,,,7287,174,37,4106,1878,82,17,1,,,,,,,,,,,,,,,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5367,1920
"2005 Q4",177,110,123,91,26,59,12,,,,,13769,,,,,9188,,,,,,,,,,,,,,,,,15495,,,,,2876,,,,,,,,,,,,,5348,136,41,3116,1999,96,2,2,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3319,2029
"2006 Q1",207,431,42,94,18,54,16,,,,,7629,,,,,5456,,,,,,,,,,,,,,,,,24192,,,,,431,,,,,,,,,,,,,6969,163,44,4069,2427,93,6,1,,,,,,,,,,,,,,,1,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4455,2514
"2006 Q2",208,384,13,98,18,62,13,,,,,6517,,,,,9454,,,,,,,,,,,,,,,,,18530,,,,,1837,,,,,,,,,,,,,4222,166,42,3298,527,91,9,0,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3673,549
"2006 Q3",163,,216,98,24,71,11,,,,,15171,,,,,2836,,,,,,,,,,,,,,,,,19317,,,,,5715,,,,,,,,,,,,,11376,135,28,,4580,,,2,,,,,,,,,,,,,,,2,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6725,4651
"2006 Q4",201,593,64,115,29,72,15,,,,,8095,,,,,3468,,,,,,,,,,,,,,,,,15711,,,,,6225,,,,,,,,,,,,,5944,164,37,4690,597,89,10,1,,,,,,,,,,,,,,,2,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5327,617
"2007 Q1",191,2407,142,108,23,61,14,,,,,4506,,,,,3468,,,,,,,,,,,,,,,,,6394,,,,,638,,,,,,,,,,,,,5649,159,32,2824,276,54,43,3,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264,385
"2007 Q2",212,1874,282,105,39,75,26,,,,,17617,,,,,1798,,,,,,,,,,,,,,,,,51511,,,,,5274,,,,,,,,,,,,,10122,158,54,3605,4361,78,19,3,,,,,,,,,,,,,,,4,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5543,4579
"2007 Q3",258,358,1110,141,23,80,12,,,,,9873,,,,,3887,,,,,,,,,,,,,,,,,15044,,,,,903,,,,,,,,,,,,,7846,209,49,5545,833,81,5,14,,,,,,,,,,,,,,,1,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6904,942
"2007 Q4",208,270,157,87,19,53,14,,,,,25818,,,,,1068,,,,,,,,,,,,,,,,,9172,,,,,709,,,,,,,,,,,,,3161,172,36,1697,1037,86,9,5,,,,,,,,,,,,,,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2068,1093
"2008 Q1",172,786,268,86,15,86,16,,,,,15946,,,,,787,,,,,,,,,,,,,,,,,21086,,,,,766,,,,,,,,,,,,,4545,136,36,2578,913,77,17,6,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506,1039
"2008 Q2",183,187,41,91,19,63,17,25,958,33,2401,5729,7,1127,,,5210,52,2930,32,1884,17,915,16,4757,1,7,3,446,22,1036,18,946,19964,6,697,4,1054,2140,43,11082,16,5324,12,3558,9,439,3,371,7,1330,9593,158,25,8845,520,98,2,0,30,9870,9,892,36,1443,7,1127,8,8834,3,195,11,485,0,,3,7879,1,87,6,278,3,84,21,8825,5,1141,39,2679,8,3713,11,1268,1,0,4,38,2,136,1,1,1,88,9,1565,2,234,0,0,1,19,3,4,0,0,9069,524
"2008 Q3",104,341,56,72,19,54,11,25,466,21,2215,4247,8,1854,,,4691,48,1022,16,693,10,2532,13,1378,3,443,7,2870,12,912,16,568,3228,3,47,3,134,568,39,2829,10,180,11,219,8,529,1,26,3,13,4133,77,27,3408,328,91,8,1,26,2318,5,173,32,1107,9,2465,14,1406,2,126,7,641,1,,7,77,2,187,5,51,1,434,23,645,5,321,26,2266,7,2206,4,222,0,0,7,291,3,20,1,43,0,0,3,39,0,0,0,0,1,74,4,544,0,0,3789,344
"2008 Q4",99,596,10,49,18,49,5,18,848,14,328,3748,11,219,,,1374,32,1198,11,2440,7,110,16,1237,2,133,2,4,18,3865,13,1790,8274,2,1607,1,41,1665,36,6337,9,737,8,1200,1,6,1,39,3,1620,18198,74,25,16502,1090,97,3,0,30,4581,3,1619,22,925,11,219,12,716,1,12,4,77,0,,0,7,1,5,3,19,1,514,13,1797,2,46,17,347,6,938,5,1893,0,0,8,275,1,217,0,0,0,0,2,2201,0,0,1,3,0,0,0,0,0,0,17105,1093
"2009 Q1",88,7699,47,17,13,28,6,4,861,6,727,3744,4,578,,,1299,10,3541,6,147,1,56,11,698,1,74,1,527,11,12031,9,254,12354,1,1,2,2012,2157,17,1995,8,10274,4,85,4,1125,0,0,2,1032,8206,59,29,332,128,6,93,1,13,12065,2,1,4,861,6,642,2,34,1,0,0,0,2,64,3,12,1,0,1,1574,1,534,12,266,3,2012,7,2301,3,633,2,12,1,144,2,67,0,10,1,11,0,0,3,512,0,0,0,0,0,0,1,3,4,14,8072,134
"2009 Q2",59,437,12,32,7,22,11,11,130,6,101,2811,3,7,,,726,27,854,4,1934,4,23,6,488,1,70,1,168,6,136,7,206,645,4,148,2,4,236,17,500,3,94,2,51,10,169,0,0,2,67,729,41,18,130,150,38,60,2,10,296,6,148,15,240,3,7,4,160,2,0,4,110,0,0,0,8,1,42,0,0,0,0,7,214,3,46,6,101,2,168,4,131,0,0,5,864,1,0,1,4,1,42,4,3,1,551,0,0,1,0,2,1603,0,0,579,150
"2009 Q3",62,254,9,28,7,28,8,7,575,9,1863,2574,2,186,,,,24,2439,4,75,2,60,6,188,0,0,1,64,7,2561,4,458,3934,2,118,4,2597,2715,24,3822,4,111,2,1,7,2597,0,0,1,118,1886,43,19,1409,214,87,13,0,11,2666,2,118,8,605,3,186,4,105,0,0,1,30,1,0,9,768,1,0,4,63,1,2,13,1226,5,2597,13,1926,1,2,4,42,0,0,3,26,2,64,0,0,0,0,2,15,1,0,0,0,1,0,2,2,0,0,1652,234
"2009 Q4",77,45,46,41,10,34,13,14,234,13,559,1019,6,1363,,,,36,622,3,374,4,23,10,2824,0,0,0,0,8,549,11,10676,15051,5,1103,2,35,2712,29,14774,5,181,2,96,11,2681,0,0,2,31,1374,55,22,1066,217,94,3,3,17,4189,8,2677,17,263,6,1363,9,3640,3,1574,3,29,0,0,2,98,1,0,2,109,0,0,13,10774,3,35,15,668,3,1010,2,14,1,0,4,7,0,0,2,74,0,0,4,79,1,451,0,0,1,0,1,2,0,0,1152,222
"2010 Q1",67,58,13,30,13,54,8,4,466,7,131,1027,6,78,,,2790,23,720,5,257,3,50,10,2460,0,0,3,330,8,103,28,13523,14371,4,256,1,2,332,41,13649,8,396,9,326,7,294,0,0,1,38,1361,50,17,765,525,95,4,1,15,410,7,330,10,579,6,78,7,307,3,74,6,113,0,0,8,366,0,0,5,77,2,296,36,13889,1,2,12,208,4,2417,3,72,0,0,2,194,0,7,0,0,0,0,4,35,2,286,0,0,0,0,2,11,1,2,825,536
"2010 Q2",95,275,57,49,18,48,15,29,1606,5,266,2293,7,540,,,866,33,1816,12,385,6,92,16,794,0,0,2,72,18,3859,13,1058,2841,4,67,5,805,1092,33,1983,11,357,11,501,11,918,1,109,4,65,2032,70,25,986,714,83,14,3,24,4139,8,178,32,1774,9,563,6,280,4,111,3,168,2,23,8,191,1,109,3,172,0,0,30,2054,6,914,8,438,1,290,3,4,1,0,3,50,7,12,0,0,0,0,4,30,0,0,0,0,0,0,2,1,1,1,1272,760
"2010 Q3",80,839,131,54,18,59,19,18,669,18,3875,5308,8,648,,,4189,42,4724,9,128,9,456,13,2671,2,64,5,1454,10,516,17,5805,12405,8,3137,6,243,3448,47,11659,9,414,7,332,11,1931,3,804,8,713,2949,58,22,1165,814,68,28,4,17,1825,10,3202,20,718,9,852,7,1309,2,65,2,49,1,204,8,3553,0,0,6,363,0,0,27,5264,6,243,24,4238,7,3053,3,1892,1,0,7,340,1,67,1,6,2,3,2,9,1,217,1,138,0,0,1,3,0,0,2017,932
"2010 Q4",83,388,149,66,24,51,16,15,238,23,1951,3786,6,263,,,3566,51,3247,12,396,8,143,20,2498,2,7,5,1061,0,339,16,2027,7026,3,3262,3,166,5019,40,6249,8,520,7,257,14,1818,1,15,2,3186,6263,65,18,3259,2467,92,6,2,19,1637,4,3283,22,379,8,299,3,37,1,21,7,141,2,36,6,1046,7,533,6,306,2,601,22,3073,10,699,29,2257,7,2602,7,2242,1,1033,4,46,3,31,2,8,1,4,9,593,2,106,1,66,0,0,2,511,4,528,3661,2602
"2011 Q1",76,240,57,70,18,54,15,18,16100,21,436,19848,5,1422,,,3268,50,20666,8,95,13,374,15,2745,2,125,4,398,20,3900,18,1250,5765,6,303,5,341,925,33,4237,10,1065,13,449,12,477,1,5,4,443,1500,51,25,552,651,80,16,4,26,4180,8,519,28,17149,6,1428,6,280,2,216,10,1049,1,6,1,84,1,46,3,300,4,1399,19,1334,6,387,24,736,7,1605,5,177,1,19,6,750,3,28,2,55,0,0,2,2144,0,0,1,5,0,0,8,356,2,207,829,671
"2011 Q2",94,204,83,75,19,68,15,24,3444,20,5643,10982,11,1042,,,3110,57,6500,13,4101,10,254,16,3072,0,0,2,24,19,694,25,6537,9712,5,4617,6,874,6102,45,6653,17,2378,11,261,12,4718,5,1114,3,270,3346,75,19,2355,704,92,6,2,26,1613,7,4716,30,3482,12,1068,7,919,2,99,6,38,1,27,6,472,1,373,9,1172,1,17,31,7009,7,1247,29,6815,4,1948,6,500,1,139,10,506,2,80,4,164,0,0,3,41,0,0,1,6,0,0,2,11,0,0,2571,775
"2011 Q3",97,75,87,77,22,68,17,23,911,13,1249,6816,11,1966,,,3620,67,6338,10,469,2,9,18,2882,2,234,3,459,22,1073,26,3037,5108,6,194,4,1220,1887,48,3554,12,1536,16,135,14,1767,3,71,3,38,1452,71,26,828,462,89,5,6,25,1161,8,224,29,2360,12,1989,3,88,2,30,6,1449,1,24,7,319,2,266,11,163,3,133,33,3356,6,1486,24,1412,7,1551,6,674,3,166,9,2889,2,18,5,27,0,0,7,137,2,17,1,7,0,0,6,18,0,0,941,511
"2011 Q4",106,200,44,64,21,47,22,6,148,21,1882,12588,3,245,,,4113,31,3970,14,324,8,7663,15,3758,1,18,3,11,7,148,18,10641,12382,6,1027,5,766,2834,26,4000,10,7578,5,124,13,2032,0,0,6,763,1791,79,27,697,850,87,11,2,13,376,10,1275,11,247,4,245,6,228,4,248,5,99,1,0,3,191,0,0,4,338,1,6,21,10832,5,766,25,2220,7,957,0,2,2,158,8,2662,4,2564,2,484,1,596,3,6757,2,21,1,8,0,0,1,71,0,0,924,867
"2012 Q1",62,323,30,25,8,51,8,8,167,7,260,772,,,1,1,2122,18,604,4,113,4,55,9,2194,0,,0,,13,1018,13,1189,4235,3,26,1,,,35,3123,13,588,12,524,8,1184,,,0,0,1070,49,13,518,199,67,30,3,26,1139,5,,12,220,6,2119,13,121,2,,4,53,,,7,1231,1,,2,121,0,0,20,2420,2,9,9,381,1,1,4,665,,,1,23,0,0,0,,0,0,1,,1,,1,,,,2,,1,0,871,199
"2012 Q2",81,54,143,41,14,48,7,8,1700,15,1420,6243,,,2,30,1375,31,5486,9,657,5,100,11,295,0,,3,,19,384,14,1408,2514,2,77,1,,,25,1870,17,336,14,308,5,713,,,3,61,1041,65,16,575,269,81,5,14,25,722,5,,13,2035,5,218,6,338,3,,5,335,,,4,323,1,,8,2365,4,1112,18,1731,2,676,23,3785,6,1142,3,47,,,3,388,0,0,1,,0,0,2,,1,,1,,,,0,,2,11,695,346
"2012 Q3",62,8,93,21,7,39,4,7,5489,8,2450,8231,,,2,224,632,15,2666,4,5483,2,82,3,401,1,,3,,12,1699,15,3097,8778,1,183,2,,,29,5421,9,2770,7,587,4,2809,,,0,0,610,55,7,409,100,84,1,15,13,1708,2,,8,5635,4,387,1,9,1,,1,146,,,7,2647,0,,5,124,0,0,22,5744,2,2582,13,2574,2,224,3,1325,,,0,0,0,0,0,,0,0,0,,0,,1,,,,0,,1,21,510,100
"2012 Q4",61,34,2,35,11,23,8,11,576,11,1254,2687,,,2,783,,19,767,12,1841,8,79,7,2927,2,,5,,9,432,8,523,1887,5,768,0,,1150,14,1245,9,523,2,119,6,1115,,,3,35,692,47,14,435,221,95,5,0,10,1058,6,,13,884,2,40,1,626,1,,2,308,,,3,55,1,,3,30,2,1077,11,578,1,334,14,1284,4,1860,2,240,,,3,47,2,1220,0,,0,0,2,,1,,0,,,,3,,2,14,460,232
"2013 Q1",39,26,16,27,10,19,4,7,796,2,261,1977,2,80,5,415,5546,22,1669,4,,2,,7,765,1,,,,10,,3,242,3528,1,13,1,,89,14,2908,4,,3,,3,55,0,,2,,2825,23,16,567,2216,98,1,1,13,876,2,17,8,825,2,80,3,,1,4,1,29,0,0,1,22,0,,9,219,0,0,4,264,1,40,11,480,5,415,2,,1,32,,,,,0,,0,,,,2,,0,,0,0,,,,,593,2232
"2013 Q2",68,80,50,13,13,33,8,4,417,3,47,1045,5,1232,2,1672,3572,10,850,2,,1,,12,3558,0,,,,6,,11,664,23506,2,199,0,,710,25,2544,9,,4,,5,402,2,,4,,2438,53,15,1992,316,95,3,2,13,22265,3,212,5,642,7,1315,7,,1,13,1,225,2,83,6,487,2,,1,70,0,0,17,1151,2,128,4,117,2,1672,1,,2,294,,,,,1,,1,,,,2,,1,,0,0,,,,,2104,334
"2013 Q3",72,230,17,7,5,59,8,1,85,2,256,474,3,260,1,134,439,5,273,2,,0,,5,433,0,,,,12,,24,1402,2783,3,224,5,,623,40,1892,17,,7,,6,612,1,,2,,1166,55,17,587,332,79,20,1,19,506,3,224,4,185,4,305,7,,0,0,3,100,1,45,5,645,0,,1,31,0,0,29,2047,5,398,3,287,1,134,9,,0,1,,,,,0,,0,,,,0,,2,,0,0,,,,,829,337
"2013 Q4",59,17,64,11,,30,6,4,4918,1,36,,2,17,1,1470,,7,143,3,,1,,4,926,1,,,,7,,16,1100,2022,3,426,2,,491,15,1047,9,,11,,5,472,0,,1,,1236,44,15,544,611,94,1,5,8,525,4,445,6,4940,2,17,1,,1,19,2,22,0,0,4,375,0,,2,3,0,0,20,1475,2,45,3,39,1,1470,1,,0,1,,,,,1,,0,,,,0,,0,,0,0,,,,,609,627
"2014 Q1",39,612,2,34,9,25,,,,,,2893,,,,,1412,,,,,,,,,,,,,,,,,5504,,,,,,,,,,,,,,,,,,1609,31,8,899,96,62,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487,122
