,AIHA,AIHD,AIHE,CBAQ,CBAS,CBAU,CBAW,CBAY,CBAZ,CBBA,CBBB,CBBI,CBBJ,CBBK,CBBL,CBBM,CBBT,CBBU,CBBV,CBBW,CBBX,CBBY,CBBZ,CBCA,CBCB,CBCC,CBCD,CBCE,CBCF,CBCG,CBCH,CBCI,CBCJ,CBCQ,CBCR,CBCS,CBCT,CBCU,CBDB,CBDC,CBDD,CBHZ,CBIA,CBIB,CBIC,CBID,CBIE,CBIF,CBIG,CBIH,CBII,DUCM,DWVH,DWVL,DWVW,DWVX,DWVY,DWVZ,DWWA,HCI7,HCI8,HCI9,HCJ2,HCJ3,HCJ4,HCJ5,HCJ6,HCJ7,HCJ8,HCJ9,HCK2,HCK3,HCK4,HCK5,HCK6,HCK7,HCK8,HCK9,HCL2,HCL3,HCL4,HCL5,HCL6,HCL7,HCL8,HCL9,HCM2,HCM3,HCM4,HCM5,HCM6,HCM7,HCM8,HCM9,HCN2,HCN3,HCN4,HCN5,HCN6,HCN7,HCN8,HCN9,HCO2,HCO3,HCO4,HCO5,HCO6,HCO7,HCO8,HCO9,HCP2,HCP3,HCP4,HCP5,HCP6,HIKB,HIKC
"2014 Q2",37,31,0,17,,19,,,,,,2117,,,,,,,,,,,,,,,,,,,,,,1503,,,,,,,,,,,,,,,,,,1167,24,13,292,844,97,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,885

© Crown Copyright

AIHA,"M&A : Domestic : Number of companies acquired"
,seasonal_adjustment='NSA'
,base_period='-'
,price='NONE'
,index_period='-'
AIHD,"M&A : Domestic : Value of ordinary shares : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
AIHE,"M&A : Domestic : Value of preference & loan stock : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBAQ,"M&A : Outward : Number of acquisitions"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBAS,"M&A : Outward : Number of disposals"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBAU,"M&A : Inward : Number of acquisitions"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBAW,"M&A : Inward : Number of disposals"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBAY,"M&A : Outward : Number of acquisitions in EU : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBAZ,"M&A : Outward : Value of acquisitions in EU : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBA,"M&A : Outward : Number of acquisitions in USA : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBB,"M&A : Outward : Value of acquisitions in USA : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBI,"M&A : Outward : Value of acquisitions : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBJ,"M&A : Outward : Number of disposals in EU : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBK,"M&A : Outward : Value of disposals in EU : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBL,"M&A : Outward : Number of disposals in USA : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBM,"M&A : Outward : Value of disposals in USA : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBT,"M&A : Outward : Value of disposals : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBU,"M&A : Outward : Number of acquisitions - direct transactions : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBV,"M&A : Outward : Value of acquisitions - direct transactions : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBW,"M&A : Outward : Number of acquisitions - indirect funded in UK : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBX,"M&A : Outward : Value of acquisitions - indirect funded in UK : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBY,"M&A : Outward : Number of acquisitions - indirect funded locally : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBBZ,"M&A : Outward : Value of acquisitions - indirect funded locally : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCA,"M&A : Outward : Number of disposals - direct transactions : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCB,"M&A : Outward : Value of disposals - direct transactions : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCC,"M&A : Outward : Number of disposals - indirect funded in UK : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCD,"M&A : Outward : Value of disposals - indirect funded in UK : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCE,"M&A : Outward : Number of disposals - indirect funded locally : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCF,"M&A : Outward : Value of disposals - indirect funded locally : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCG,"M&A : Inward : Number of acquisitions in EU : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCH,"M&A : Inward : Value of acquisitions in EU : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCI,"M&A : Inward : Number of acquisitions in USA : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCJ,"M&A : Inward : Value of acquisitions in USA : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCQ,"M&A : Inward : Value of acquisitions : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCR,"M&A : Inward : Number of disposals in EU : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCS,"M&A : Inward : Value of disposals in EU : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCT,"M&A : Inward : Number of disposals in USA : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBCU,"M&A : Inward : Value of disposals in USA : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBDB,"M&A : Inward : Value of disposals : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBDC,"M&A : Inward : Number of acquisitions - direct transactions : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBDD,"M&A : Inward : Value of acquisitions - direct transactions : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBHZ,"M&A : Inward : Number of acquisitions - indirect by overseas parent : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBIA,"M&A : Inward : Value of acquisitions - indirect by overseas parent : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBIB,"M&A : Inward : Number of acquisitions - indirect funded locally : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBIC,"M&A : Inward : Value of acquisitions - indirect funded locally : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBID,"M&A : Inward : Number of disposals - direct transactions : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBIE,"M&A : Inward : Value of disposals - direct transactions : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBIF,"M&A : Inward : Number of disposals - indirect by overseas parent : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBIG,"M&A : Inward : Value of disposals - indirect by overseas parent : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBIH,"M&A : Inward : Number of disposals - indirect funded locally : Annual"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
CBII,"M&A : Inward : Value of disposals - indirect funded locally : Annual : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DUCM,"M&A : Domestic : Total expenditure - (Initial plus deferred payments) : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DWVH,"M&A : Domestic : M&A of independents : number acquired"
,seasonal_adjustment='NSA'
,base_period='-'
,price='NONE'
,index_period='-'
DWVL,"M&A : Domestic : Sales of subsidiaries between groups : number acquired"
,seasonal_adjustment='NSA'
,base_period='-'
,price='NONE'
,index_period='-'
DWVW,"M&A : Domestic : Cash expenditure on M&A of independent companies : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DWVX,"M&A : Domestic : Cash expenditure on M&A of subsidiaries : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
DWVY,"M&A : Domestic : Percentage of M&A in cash"
,seasonal_adjustment='NSA'
,base_period='-'
,price='NONE'
,index_period='-'
DWVZ,"M&A : Domestic : Percentage of M&A in ordinary shares"
,seasonal_adjustment='NSA'
,base_period='-'
,price='NONE'
,index_period='-'
DWWA,"M&A : Domestic : Percentage of M&A in fixed interest securities"
,seasonal_adjustment='NSA'
,base_period='-'
,price='NONE'
,index_period='-'
HCI7,"Europe Total Inward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCI8,"Europe Total Inward Acquisitions Value: £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCI9,"Europe Total Inward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCJ2,"Europe Total Inward Disposals Value: £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCJ3,"Europe Total Outward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCJ4,"Europe Total Outward Acquisitions Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCJ5,"Europe Total Outward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCJ6,"Europe Total Outward Disposals Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCJ7,"Other Europe Inward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCJ8,"Other Europe Inward Acquisitions Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCJ9,"Other Europe Inward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCK2,"Other Europe Inward Disposals Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCK3,"Other Europe Outward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCK4,"Other Europe Outward Acquisitions Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCK5,"Other Europe Outward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCK6,"Other Europe Outward Disposals Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCK7,"Other Americas Inward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCK8,"Other Americas Inward Acquisitions Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCK9,"Other Americas Inward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCL2,"Other Americas Inward Disposals Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCL3,"Other Americas Outward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCL4,"Other Americas Outward Acquisitions Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCL5,"Other Americas Outward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCL6,"Other Americas Outward Disposals Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCL7,"Americas Total Inward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCL8,"Americas Total Inward Acquisitions Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCL9,"Americas Total Inward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCM2,"Americas Total Inward Disposals Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCM3,"Americas Total Outward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCM4,"Americas Total Outward Acquisitions Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCM5,"Americas Total Outward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCM6,"Americas Total Outward Disposals Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCM7,"Asia Inward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCM8,"Asia Inward Acquisitions Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCM9,"Asia Inward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCN2,"Asia Inward Disposals Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCN3,"Asia Outward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCN4,"Asia Outward Acquisitions Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCN5,"Asia Outward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCN6,"Asia Ouward Disposals Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCN7,"Australasia & Oceania Inward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCN8,"Australasia & Oceania Inward Acquisitions Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCN9,"Australasia & Oceania Inward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCO2,"Australasia & Oceania Inward Disposals Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCO3,"Australasia & Oceania Outward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCO4,"Australasia & Oceania Outward Acquisitions Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCO5,"Australasia & Oceania Outward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCO6,"Australasia & Oceania Outward Disposals Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCO7,"Africa Inward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCO8,"Africa Inward Acquisitions Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCO9,"Africa Inward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCP2,"Africa Inward Disposals Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCP3,"Africa Outward Acquisitions Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCP4,"Africa Outward Acquisitions Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCP5,"Africa Outward Disposals Number"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HCP6,"Africa Outward Disposals Value :£m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HIKB,"M&A : Domestic : M&A of independents : Total payments : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
HIKC,"M&A : Domestic : Sales of subsidiaries between groups : Total payments : £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
