C9K9,"Public Sector Employment by Sector; Central Gov; UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
C9KA,"Public Sector Employment by Sector; Local Gov; UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
C9KB,"Public Sector Employment by Sector; Total General Gov; UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
C9KC,"Public Sector Employment by Sector; Total Public Corps; UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
C9KD,"Public Sector Employment by Sector; Total Public Sector; UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
C9KE,"Public Sector Employment by Sector; Civil Service; GB; HC; NSA; Thousands",NSA,0,NONE,0,PSE
C9KL,"Public Sector Employment by Sector; Central Gov; UK; FTE; NSA; Thousands",NSA,0,NONE,0,PSE
C9KM,"Public Sector Employment by Sector; Local Gov; UK; FTE; NSA; Thousands",NSA,0,NONE,0,PSE
C9KN,"Public Sector Employment by Sector; Total General Gov; UK; FTE; NSA; Thousands",NSA,0,NONE,0,PSE
C9KO,"Public Sector Employment by Sector; Total Public Corps; UK; FTE; NSA; Thousands",NSA,0,NONE,0,PSE
C9KP,"Public Sector Employment by Sector; Total Public Sector; UK; FTE; NSA; Thousands",NSA,0,NONE,0,PSE
C9KQ,"Public Sector Employment by Sector; Civil Service; GB; FTE; NSA; Thousands",NSA,0,NONE,0,PSE
C9LA,"Public Sector Employment by Industry; Construction; UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
C9LB,"Public Sector Employment by Industry; HM Forces; UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
C9LC,"Public Sector Employment by Industry; Police; UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
C9LD,"Public Sector Employment by Industry; Public Admin; UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
C9LF,"Public Sector Employment by Industry; Education; UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
C9LG,"Public Sector Employment by Industry; NHS; UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
C9LH,"Public Sector Employment by Industry; Other Health & Social; UK;HC;NSA;Thousands",NSA,0,NONE,0,PSE
C9LJ,"Public Sector Employment by Industry; Other Public Sector; UK; HC; NSA;Thousands",NSA,0,NONE,0,PSE
C9LL,"Public Sector Employment by Industry; HM Forces; UK; FTE; NSA; Thousands",NSA,0,NONE,0,PSE
C9LM,"Public Sector Employment by Industry; Police; UK; FTE; NSA; Thousands",NSA,0,NONE,0,PSE
C9LN,"Public Sector Employment by Industry; Public Admin; UK; FTE; NSA; Thousands",NSA,0,NONE,0,PSE
C9LP,"Public Sector Employment by Industry; Education; UK; FTE; NSA; Thousands",NSA,0,NONE,0,PSE
C9LQ,"Public Sector Employment by Industry; NHS; UK; FTE; NSA; Thousands",NSA,0,NONE,0,PSE
C9LR,"Public Sector Employment by Industry; Other Health & Social;UK;FTE;NSA;Thousands",NSA,0,NONE,0,PSE
C9LT,"Public Sector Employment by Industry; Other Public Sector; UK; FTE NSA;Thousands",NSA,0,NONE,0,PSE
CZG8,"Private Sector Employment: UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
CZG9,"Total employment (LFS);UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
DB36,"Public sector employment as % of total employment; UK; HC; NSA; percentage",NSA,0,NONE,0,PSE
DB37,"Private sector employment as % of total employment; UK; HC; NSA; Percentage",NSA,0,NONE,0,PSE
G6NQ,"Public Sector Employment by Sector; Central Gov; UK; HC; SA; Thousands",SA,0,NONE,0,PSE
G6NT,"Public Sector Employment by Sector; Local Gov; UK ;HC; SA; Thousands",SA,0,NONE,0,PSE
G6NW,"Public Sector Employment by Sector; Total General Gov; UK; HC; SA; Thousands",SA,0,NONE,0,PSE
G7AR,"Public Sector Employment for Sector; Total Public Corp; HC; SA; Thousands",SA,0,NONE,0,PSE
G7FP,"Public Sector Employment by Sector;Central Gov;UK;FTE;SA;Thousands",SA,0,NONE,0,PSE
G7FS,"Public Sector Employment by Sector;Local Gov;UK;FTE;SA;Thousands",SA,0,NONE,0,PSE
G7FV,"Public Sector Employment by Sector;Total General Gov;UK;FTE;SA;Thousands",SA,0,NONE,0,PSE
G7FY,"Public Sector Employment by Sector;Total Public Corps;UK;FTE;SAThousands",SA,0,NONE,0,PSE
G7G3,"Public Sector Employment by Sector; Total Public Sector; UK; FTE; SA;Thousands",SA,0,NONE,0,PSE
G7G6,"Public Sector Employment by Sector; Civil Service; GB; FTE; SA; Thousands",SA,0,NONE,0,PSE
G7G9,"Public Sector Employment by Industry; HM Forces; UK; FTE; SA; Thousands",SA,0,NONE,0,PSE
G7GC,"Public Sector Employment by Industry; Police; UK; FTE; SA; Thousands",SA,0,NONE,0,PSE
G7GF,"Public Sector Employment by Industry; Public Adm;UK;FTE;SA;Thousands",SA,0,NONE,0,PSE
G7GI,"Public Sector Employment by Sector;Education;UK;FTE;SA;Thousands",SA,0,NONE,0,PSE
G7GL,"Public Sector Employment by Industry; NHS; UK; FTE; SA; Thousands",SA,0,NONE,0,PSE
G7GR,"Public Sector Employment by Industry;Other Health&Social;UK;FTE;SA;Thousands",SA,0,NONE,0,PSE
G7K2,"Public Sector Employment by Industry; Other Public Sector; UK; FTE;SA;Thousands",SA,0,NONE,0,PSE
MFX9,"Public Sector Employment excl major reclassifications; UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
MFY2,"Public Sector Employment excl major reclassifications; UK; HC; NSA; Percentage",NSA,0,NONE,0,PSE
MFY3,"Private Sector Employment excl major reclassifications: UK; HC; NSA; Thousands",NSA,0,NONE,0,PSE
MFY4,"Private Sector Employment excl major reclassifications; UK;HC;NSA;Percentage",NSA,0,NONE,0,PSE
G7AU,"Public Sector Employment by Sector; Total Public Sector; UK; HC; SA; Thousands",SA,0,NONE,0,PSE
G7D6,"Public Sector Employment by Sector; Civil Service; GB; HC; SA; Thousands",SA,0,NONE,0,PSE
G7ER,"Public Sector Employment by Industry;Construction;UK;HC;SA; Thousands",SA,0,NONE,0,PSE
G7EU,"Public Sector Employment by Industry;HM Forces;UK;HC;SA;Thousands",SA,0,NONE,0,PSE
G7EX,"Public Sector Employment by Industry;Police;UK;HC;SA;Thousands",SA,0,NONE,0,PSE
G7F2,"Public Sector Employment by Industry;Public Admin:UK;HC;SA;Thousands",SA,0,NONE,0,PSE
G7F5,"Public Sector Employment by Industry;Education:UK;HC;SA;Thousands.",SA,0,NONE,0,PSE
G7FG,"Public Sector Employment by Industry;NHS;UK;HC;SA;Thousands",SA,0,NONE,0,PSE
G7FJ,"Public Sector Employment by Industry: Other Health & Social;UK;HC;SA;Thousands",SA,0,NONE,0,PSE
G7FM,"Public Sector Employment by Industry;Other Public Sector;UK;HC;SA;Thousands",SA,0,NONE,0,PSE
G7GO,"Total employment (LFS); UK; HC; SA; Thousands",SA,0,NONE,0,PSE
G7K5,"Private Sector Employment: UK; HC; SA; Thousands",SA,0,NONE,0,PSE
G9BZ,"Public Sector Employment as % of Total Employment;UK;HC;SA;Percentage",SA,0,NONE,0,PSE
G9C2,"Private Sector Employment as % of Total Employment;UK;HC;SA;Percentage",SA,0,NONE,0,PSE
MFY5,"Private Sector Employment excl major reclassifications; UK;HC;SA;Percentage",SA,0,NONE,0,PSE
MFY7,"Public Sector Employment excl major reclassifications; UK; HC; SA; Thousands",SA,0,NONE,0,PSE
MFY9,"Public Sector Employment excl major reclassifications; UK; HC; SA; Percentage",SA,0,NONE,0,PSE