,ABMI,ABMM,L2KK,L3BA,L3ZY,IHYP,IHYQ,IHYR,KI8L,KI8M,KI8N,KI8O,KI8P,KI8Q,KIH8,KIH9,KII2,KLH7,KLH8,KLH9,L2KL,L2KQ,L2KR,L2KX,L2MW,L2N2,L2N8,L2NC,L2PZ,L3BB,L3BG,L3BH,L3BN,L3DM,L3DQ,L3DW,L3E2,L3GP,L3ZZ,L426,L427,L42D,L44C,L44G,L44M,L44Q,L47F,YBEZ
"2005 Q4",371811,332899,100.3,1.4,4.9,,1.3,4.4,1.5,100.6,2.5,95.2,1.1,99,6.9,9.6,6.2,99.6,1.4,5.3,105.2,109.9,129.7,107.1,100.4,113.2,104.8,98,100.7,-1.1,0.4,2,0.1,1.3,0.8,-0.4,1.7,1.3,6.4,-0.7,-6.1,-0.6,1.8,6.2,-2.2,6.8,1.8,100.1
"2006 Q1",373227,334251,100.7,0.4,4.2,,0.4,4,-1.3,99.2,1,96.2,-0.8,98.2,3.9,8.6,3.3,100,0.4,4.5,103.1,110.7,132.6,107.8,103.9,108.7,105.5,98.3,102.6,-2,0.8,2.3,0.7,3.5,-4,0.7,0.3,1.8,-2.2,0.7,-2,1,4.2,-1.6,-1.9,5.5,3.9,100.5
"2006 Q2",374520,334776,100.8,0.2,2.8,,0.3,3,0.8,100,0.4,96.6,-0.4,97.8,1.2,6.5,3.4,100.3,0.4,3.4,101.8,110.1,123.3,108.8,99.9,109.4,106.4,98.6,103.3,-1.2,-0.6,-7.1,0.9,-3.9,0.7,0.8,0.3,0.7,-4.6,-0.7,-9.6,1.1,-1.1,-2.2,-0.7,4,3.9,100.8
"2006 Q3",375451,335756,101.1,0.3,2.2,,0.2,2.3,-0.4,99.6,0.8,97.3,0.3,98.1,0.2,4.8,0.4,100.7,0.3,2.5,103.4,110,122.5,109.3,98.3,107.8,107,98.9,103.4,1.6,0,-0.6,0.4,-1.6,-1.5,0.5,0.3,0.1,-2.8,0.6,-3.7,2.1,-0.9,-4,1.7,2.7,4,101.1
"2006 Q4",378330,338183,101.9,0.7,1.6,,0.8,1.8,0.8,100.4,1.2,98.5,0.1,98.1,-0.9,3.4,-0.2,101.5,0.8,1.9,101.5,110.3,118.8,110.2,97.5,109.8,108.9,99.7,104.3,-1.8,0.2,-3,0.8,-0.8,1.9,1.8,0.8,0.9,-3.5,0.4,-8.4,2.9,-2.9,-3,3.9,1.7,3.6,101.9
"2007 Q1",382040,341772,103,1.1,2.3,,1,2.4,2,102.4,1.9,100.3,-0.6,97.6,-0.6,4.3,3.1,102.5,1,2.5,97.6,110.6,121,109.7,98.5,114.3,109.9,100.9,106.7,-3.9,0.2,1.8,-0.5,1.1,4.1,1,1.3,2.3,-5.3,-0.1,-8.8,1.7,-5.2,5.2,4.2,2.7,4,102.9
"2007 Q2",386977,346376,104.3,1.3,3.5,,1.3,3.3,3,105.4,2.6,102.9,0.5,98,0.2,6.6,5.4,103.9,1.4,3.6,98,110.8,122.3,109.9,99.1,112.9,109.5,102.7,107.8,0.4,0.2,1.1,0.2,0.6,-1.3,-0.4,1.8,1,-3.8,0.7,-0.8,1,-0.8,3.2,2.9,4.2,4.4,104.2
"2007 Q3",391767,350661,105.6,1.2,4.4,,1.2,4.3,1.3,106.7,2.7,105.7,1,99,0.9,8.6,7.2,105.3,1.3,4.6,98.6,110.6,120.7,109.9,101.1,110.7,108,104.5,109.4,0.7,-0.2,-1.4,0,2,-1.9,-1.4,1.8,1.5,-4.6,0.5,-1.5,0.5,2.9,2.7,1,5.7,5.8,105.5
"2007 Q4",392205,351098,105.8,0.1,3.8,,0.1,3.7,-0.8,105.8,0.2,105.9,0.3,99.3,1.2,7.6,5.5,105.4,0.1,3.9,100.1,111,119.5,110.1,103.9,112.7,109.4,104.5,108.8,1.5,0.4,-1,0.2,2.8,1.7,1.3,0,-0.6,-1.4,0.6,0.6,-0.1,6.6,2.6,0.5,4.9,4.3,105.6
"2008 Q1",392786,351645,105.9,0.2,2.9,,0.1,2.8,-0.1,105.7,0.3,106.3,0.4,99.7,2.2,5.9,3.3,105.7,0.2,3.1,110.3,110.4,115.7,110.3,102,112.1,110.4,104.6,108.4,10.2,-0.6,-3.2,0.1,-1.9,-0.5,0.9,0.1,-0.3,13,-0.2,-4.4,0.5,3.5,-2,0.4,3.7,1.6,105.8
"2008 Q2",389239,349504,105.3,-0.6,0.9,,-0.9,0.6,0.5,106.2,-0.8,105.4,-0.3,99.4,1.4,2.4,0.8,105,-0.6,1,110.5,109.3,115.6,108.7,103.2,111,108.9,104.2,107.7,0.1,-1,0,-1.5,1.2,-0.9,-1.4,-0.5,-0.7,12.8,-1.4,-5.5,-1.1,4.2,-1.6,-0.5,1.4,-0.1,104.8
"2008 Q3",383626,344354,103.7,-1.5,-1.8,,-1.4,-2.1,-2.1,104,-1.2,104,0.2,99.6,0.6,-1.5,-2.5,103.5,-1.5,-1.7,107.8,107.6,113.7,106.9,100.2,112.2,106,102.8,104.1,-2.4,-1.5,-1.7,-1.6,-2.9,1.1,-2.7,-1.3,-3.3,9.3,-2.7,-5.8,-2.7,-0.8,1.4,-1.8,-1.7,-4.8,103.3
"2008 Q4",375388,336495,101.4,-2.3,-4.2,,-2.1,-4.3,-1.4,102.6,-1.2,102.8,-0.8,98.7,-0.6,-2.9,-3.1,101.1,-2.3,-4.1,104.2,102.7,108.8,101.6,99.1,106.5,100.4,101.2,100.4,-3.3,-4.6,-4.3,-4.9,-1.1,-5.1,-5.3,-1.5,-3.6,4,-7.5,-8.9,-7.7,-4.6,-5.5,-8.2,-3.2,-7.7,101.1
"2009 Q1",366124,328095,98.8,-2.5,-6.7,,-2.5,-6.8,-4.2,98.2,-2.1,100.7,0.2,98.9,-0.8,-5.3,-7.1,98.6,-2.5,-6.7,102,97.6,106.2,95.7,96.5,101.2,93.3,99.5,99.1,-2.1,-4.9,-2.4,-5.8,-2.6,-5,-7.1,-1.6,-1.3,-7.5,-11.5,-8.2,-13.2,-5.3,-9.7,-15.5,-4.9,-8.6,98.6
"2009 Q2",364573,326002,98.2,-0.6,-6.7,,-0.4,-6.3,-2.5,95.8,-0.9,99.7,0.7,99.6,0.2,-5.3,-9.8,97.9,-0.7,-6.8,100.2,97.5,105.7,95.8,94.8,101.1,91.5,98.9,98.4,-1.8,-0.1,-0.5,0.1,-1.8,-0.1,-1.9,-0.6,-0.7,-9.3,-10.8,-8.6,-11.8,-8.1,-8.9,-16,-5,-8.6,98.2
"2009 Q3",364557,325878,98.2,0,-5.4,,0,-5,0.5,96.3,-0.6,99.1,0.9,100.5,1,-4.7,-7.5,98.1,0.1,-5.2,100.3,96.6,99.4,95.6,97,101.9,91.8,99,98.5,0,-0.9,-6,-0.2,2.3,0.7,0.3,0.1,0.1,-7,-10.2,-12.6,-10.5,-3.3,-9.3,-13.4,-3.6,-5.4,98.2
"2009 Q4",366107,326921,98.5,0.3,-2.9,,0.4,-2.5,2,98.2,-0.3,98.9,-0.9,99.7,1,-3.9,-4.3,98.4,0.3,-2.7,100.5,97.3,98.6,96.8,96.6,101.2,92.7,99.2,100,0.2,0.7,-0.8,1.3,-0.4,-0.7,1,0.2,1.5,-3.6,-5.3,-9.3,-4.7,-2.5,-5,-7.7,-1.9,-0.3,98.6
"2010 Q1",368033,328913,99.1,0.6,0.2,,0.5,0.5,1,99.2,0.6,99.5,-0.1,99.5,0.6,-1.2,1,99,0.6,0.4,99.8,98.5,101.6,97.7,101,98.6,95.5,99.5,99.7,-0.7,1.3,3,0.9,4.5,-2.5,3.1,0.3,-0.4,-2.2,0.9,-4.3,2.1,4.6,-2.5,2.4,0,0.6,99.1
"2010 Q2",371779,332142,100,1,1.9,,1,2,0.1,99.3,0.4,99.9,0.7,100.2,0.6,0.2,3.6,100,1,2.1,99,100.2,102.3,99.7,100.6,100.6,101.1,99.9,100.2,-0.8,1.7,0.7,2,-0.3,2,5.9,0.4,0.5,-1.2,2.8,-3.2,4,6.1,-0.5,10.5,1,1.7,100.1
"2010 Q3",373275,333889,100.6,0.5,2.5,,0.4,2.4,1.3,100.6,0.6,100.5,0.1,100.3,-0.2,1.4,4.5,100.6,0.6,2.6,100.8,100.3,99.8,100.9,96.2,100.4,102.8,100.4,100.5,1.8,0.1,-2.5,1.2,-4.4,-0.2,1.7,0.5,0.3,0.5,3.8,0.4,5.5,-0.8,-1.4,12,1.4,1.9,100.5
"2010 Q4",372529,332980,100.3,-0.3,1.9,,-0.2,1.8,0.4,100.9,-0.3,100.2,-0.3,100,0.3,1.3,2.8,100.4,-0.2,2,100.4,101,96.3,101.7,102.3,100.4,100.6,100.1,99.7,-0.4,0.7,-3.5,0.8,6.3,0,-2.2,-0.3,-0.7,-0.1,3.8,-2.4,5.1,5.8,-0.8,8.6,0.9,-0.3,100.3
"2011 Q1",374264,334319,100.7,0.4,1.6,,0.5,1.7,-0.5,100.4,0.9,101,0.5,100.4,0.9,1.6,1.2,100.9,0.5,2,110.8,99.9,90.8,101.9,96.5,103.7,102.2,100.7,100.3,10.4,-1,-5.7,0.2,-5.7,3.3,1.6,0.5,0.6,11,1.4,-10.6,4.4,-4.5,5.1,7,1.2,0.6,100.8
"2011 Q2",374628,335128,101,0.2,0.9,,0.1,0.8,0.7,101.2,0.7,101.7,0,100.4,0.2,1.8,1.9,101.3,0.4,1.3,110.5,98.8,84.1,102.2,93.2,104.2,103.3,101.1,100.8,-0.3,-1.1,-7.4,0.2,-3.4,0.6,1,0.4,0.5,11.6,-1.4,-17.8,2.5,-7.4,3.6,2.2,1.2,0.7,100.9
"2011 Q3",376862,337263,101.6,0.6,1,,0.6,1,1.5,102.7,1.7,103.4,0.1,100.5,0.2,3,2.1,102,0.7,1.4,110.3,98.5,83.1,101.8,95.6,103.1,102.2,102.1,101.1,-0.2,-0.3,-1.2,-0.4,2.6,-1.1,-1.1,1,0.3,9.5,-1.8,-16.8,0.9,-0.6,2.7,-0.6,1.6,0.7,101.5
"2011 Q4",376462,337027,101.5,-0.1,1.2,,-0.1,1.1,-0.7,102,0.4,103.9,0.2,100.7,0.8,3.7,1,102,0,1.6,110.6,98,82.7,101.4,91.3,105.4,101.6,102.1,100.6,0.2,-0.6,-0.5,-0.4,-4.5,2.2,-0.6,0,-0.5,10.1,-3,-14.1,-0.4,-10.8,5,1,2,0.9,101.4
"2012 Q1",376437,337023,101.4,-0.1,0.7,,0,0.6,0.6,102.6,0,103.9,0.5,101.2,0.8,2.8,2.1,102,0,1.1,108.7,97.6,81.1,101.3,90.8,104.4,97.2,102.4,101,-1.7,-0.4,-1.9,-0.1,-0.5,-0.9,-4.4,0.3,0.4,-1.9,-2.3,-10.7,-0.6,-5.9,0.7,-4.9,1.8,0.7,101.4
"2012 Q2",374983,335735,100.9,-0.5,0,,-0.4,0.1,-1.3,101.3,0.2,104.1,0,101.2,0.8,2.4,0.1,101.7,-0.3,0.3,106.3,96.6,78.9,100,95.2,102.8,93.7,102.3,100.9,-2.2,-1,-2.7,-1.3,4.9,-1.5,-3.6,-0.1,-0.1,-3.8,-2.2,-6.2,-2.1,2.2,-1.3,-9.3,1.2,0.1,101
"2012 Q3",377887,338318,101.6,0.7,0,,0.8,0.3,-0.3,101,0.9,105,1.3,102.5,1.9,1.5,-1.6,102.5,0.8,0.4,106,96.8,78.9,100.5,93.1,103.2,91.7,103.3,102.7,-0.3,0.2,0,0.5,-2.3,0.3,-2.1,1,1.7,-3.9,-1.8,-5,-1.3,-2.6,0.1,-10.2,1.2,1.5,101.7
"2012 Q4",377081,337628,101.3,-0.3,-0.2,,-0.2,0.2,0.3,101.3,0.5,105.6,-0.9,101.6,0.9,1.6,-0.7,102.4,0,0.4,105.8,94.8,72,98.6,96.3,103.7,93.4,103.2,101.9,-0.2,-2.1,-8.8,-1.8,3.4,0.5,1.9,-0.1,-0.7,-4.3,-3.2,-13,-2.7,5.5,-1.6,-8,1,1.3,101.5
"2013 Q1",379048,339319,101.7,0.4,0.3,,0.5,0.7,1.8,103.1,0,105.6,0.3,101.9,0.6,1.7,0.5,102.9,0.5,0.9,100.6,95.2,74.5,98.4,98.7,103.5,92.8,103.7,103.1,-4.9,0.4,3.6,-0.3,2.5,-0.2,-0.7,0.5,1.2,-7.5,-2.4,-8.1,-2.9,8.8,-0.8,-4.5,1.3,2.1,102.1
"2013 Q2",381583,341638,102.4,0.6,1.4,,0.7,1.8,-0.1,103.1,0.6,106.3,-0.1,101.8,0.6,2.1,1.8,103.6,0.7,1.9,102.7,95.8,76.3,98.9,95.5,106.6,94.6,104.3,104.8,2.1,0.6,2.4,0.5,-3.2,3,1.9,0.5,1.6,-3.4,-0.9,-3.3,-1.1,0.3,3.7,1,1.9,3.9,102.7
"2013 Q3",384755,344509,103.2,0.8,1.6,,0.8,1.8,0,103.1,1,107.3,0.4,102.2,-0.2,2.2,2.1,104.5,0.8,2,103,96.4,76.7,99.7,90.7,111.6,97.2,105,106.1,0.3,0.7,0.5,0.9,-5,4.7,2.8,0.7,1.2,-2.8,-0.4,-2.9,-0.7,-2.5,8.2,6,1.7,3.4,103.6
"2013 Q4",387266,346655,103.9,0.7,2.6,,0.7,2.7,0.3,103.5,1,108.4,0.7,102.9,1.3,2.6,2.1,105.2,0.7,2.7,103.2,96.9,75.7,100.4,91.4,112.7,97.6,105.8,106.7,0.2,0.4,-1.2,0.6,0.8,1,0.5,0.7,0.5,-2.4,2.2,5.2,1.7,-5.1,8.7,4.5,2.5,4.7,104.3
"2014 Q1",390389,349575,104.8,0.8,3,,0.8,3,0.6,104.1,0.9,109.3,0.2,103.2,1.3,3.5,0.9,106.1,0.8,3,104.3,97.5,76.3,101.9,85.6,112.9,99.1,106.7,108.6,1,0.7,0.8,1.5,-6.4,0.2,1.5,0.8,1.7,3.7,2.4,2.4,3.6,-13.3,9.1,6.7,2.8,5.2,105.1
"2014 Q2",393629,352476,105.7,0.8,3.2,,0.8,3.2,1.5,105.6,1.3,110.7,0.2,103.4,1.5,4.2,2.5,107,0.8,3.2,104.1,97.8,76.7,102.1,89.4,110.1,99.1,107.7,109.8,-0.2,0.3,0.5,0.2,4.4,-2.5,0,1,1.2,1.3,2.1,0.5,3.3,-6.4,3.3,4.8,3.3,4.8,106

© Crown Copyright

ABMI,"Gross Domestic Product: chained volume measures: Seasonally adjusted £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='-'
ABMM,"Gross Value Added at basic prices:chained volume measures:Seasonally adjusted £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='-'
L2KK,"Gross value added at basic prices: Output index: CVM SA"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L3BA,"ESA95 % Change on previous period: Gross value added at basic prices"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L3ZY,"ESA95 % Change on same quarter previous year: Gross value added at basic prices"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
IHYP,"Gross Domestic Product: Year on Year growth: CVM SA %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='-'
IHYQ,"Gross Domestic Product: Quarter on Quarter growth: CVM SA %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='-'
IHYR,"Gross Domestic Product: Quarter on quarter previous year: CVM SA £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='-'
KI8L,"GDP(O) : H+J : Transp. and Storage & Communication £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
KI8M,"H and J : Transport, Storage & Communication £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
KI8N,"GDPo: K-N: Fin., Real est., Scientific, Professional, Technical and Support act"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
KI8O,"K to N : Business services and Finance £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
KI8P,"GDPo: O-U: PAD, Educ., Health, Soc. work, Arts, Ent'ment and Recreation £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
KI8Q,"O to T : Government and Other Services £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
KIH8,"GDPo: O-T: PAD, Educ., Health, Soc. work, Arts, Ent'ment and Recreation £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
KIH9,"GDPo: K-N: Fin., Real est., Scientific, Professional, Technical and Support act"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
KII2,"GDP(O) : H+J : Transp. and Storage & Communication £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
KLH7,"GVA excluding oil & gas (06) £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
KLH8,"GVA exc oil & gas growth rate, QonQ, AonA %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
KLH9,"GVA exc oil & gas growth rate, Q on same Q 4 periods earlier %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L2KL,"A : Agriculture, Forestry and Fishing £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L2KQ,"Total Production : Sections B, C, D & E £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L2KR,"B : Mining And Quarrying £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L2KX,"C : Manufacturing £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L2MW,"D : Electricity, Gas, Steam and Air Conditioning Supply £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L2N2,"E : Water Supply; Sewerage, Waste Management and Remediation Activities £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L2N8,"F : Construction £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L2NC,"Total Services : G to T £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L2PZ,"G and I : Distribution & Accommodation and Food Service Activities £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L3BB,"mGDP: Agriculture, Forestry And Fishing (period on period growth) %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L3BG,"Sections: B, C, D & E (period on period growth) %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L3BH,"Mining And Quarrying (period on period growth) %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L3BN,"Manufacturing (period on period growth) %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L3DM,"Electricity, Gas, Steam And Air Conditioning Supply £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L3DQ,"Water Supply; Sewerage, Waste Management And Remediation Activities £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L3DW,"Construction (period on period growth) %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L3E2,"Total Services: Period on Period Growth %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L3GP,"Distribution & Accommodation and Food Service Activities £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L3ZZ,"mGDP: Agriculture, Forestry And Fishing (quarter on 4 quarter growth) %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L426,"Sections: B, C, D & E (period on period growth) %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L427,"Mining And Quarrying (period on period growth) %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L42D,"Manufacturing (period on period growth) %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L44C,"Electricity, Gas, Steam And Air Conditioning Supply (period on period growth) %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L44G,"Water Supply; Sewerage, Waste Management And Remediation Activities £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L44M,"Construction (period on period growth) %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L44Q,"Total Services: Quarter on 4 Quarter Growth %"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
L47F,"Distribution & Accommodation and Food Service Activities £m"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
YBEZ,"Gross domestic product index: CVM: Seasonally adjusted"
,seasonal_adjustment='SA'
,base_period='2010'
,price='CONS'
,index_period='2010'
